,class,Message
3338,ham,babe love covers face kisses
3339,ham,like made throw smoking friends car one time awesome
3340,ham,still checked da
3341,ham,go walmart ill stay
3342,ham,forgotten might couple bucks send tomorrow k love ya
3343,ham,oh great ill disturb talk
3344,ham,reverse cheating mathematics
3345,ham,ure welcome caught using broken english
3346,ham,problem baby good time talk called left message
3348,ham,oh brand
3349,ham,sorry cannot take call right happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning ill see major person guide right insurance
3350,ham,time coming
3351,ham,call say coming today ok tell fool like ok
3352,ham,emailed yifeng part oredi get fr
3353,ham,r sure understand wine good idea slurp
3354,ham,minimum walk miles day
3355,ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
3356,ham,brainless baby dolld vehicle sariyag drive madoke barolla
3358,spam,sorry missed call let us talk time
3359,ham,please attend phone
3360,ham,hate call accept even single call mine even messaged
3361,ham,messages phone holding
3362,ham,free
3363,ham,yo trip got postponed still stocked
3365,ham,waiting call sir
3366,ham,hey reply pa
3367,ham,hey elaine todays meeting still
3368,ham,sorry gone place ill tomorrow really sorry
3369,ham,tiime let hug break tears
3370,ham,tomorrow going theatre come wherever call tell come tomorrow
3371,ham,electricity went fml
3372,ham,looks like found something smoke great job
3373,ham,also andros ice etc etc
3374,ham,
3375,ham,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
3376,ham,yup wun believe wat really neva c e message sent shuhui
3377,ham,watch resizing
3378,ham,dear umma called
3379,ham,finished missing plenty
3380,spam,complimentary star ibiza holiday cash needs urgent collection landline lose boxskwpppm
3381,ham,well meant opposed drunken night
3382,ham,k must book huh going yoga basic sunday
3383,spam,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline
3384,ham,ok
3385,ham,oops mums somerset bit far back tomo see soon x
3386,ham,workin overtime nigpun
3387,ham,kallis dismissial nd test
3388,ham,guess got screwd
3389,spam,please call immediately urgent message waiting
3391,ham,r cooking dinner
3393,ham,bull plan go floating ikea without care world live mess another day
3394,ham,buy
3395,spam,urgent mobile number awarded bonus caller prize call land line valid hrs
3396,ham,heehee funny though
3397,ham,simple arithmetic percentages
3398,ham,yeah would leave hour least sound
3400,ham,thanks honey great day
3401,ham,amazing quote sometimes life difficult decide wrong lie brings smile truth brings tear
3403,ham,ask dad pick lar wan stay meh
3404,ham,jus chillaxin
3405,ham,hey das cool iknow wellda peril studentfinancial crisisspk lr
3407,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3408,ham,coming hill monster hope great day things r going fine busy though
3409,ham,joys father john john joys father ans ths hav ltgt iq ias question try answer
3410,ham,ill obey
3411,ham,search online let know
3412,ham,need go get
3413,ham,pic please resend
3415,ham,uhhhhrmm tb test bad sick
3416,ham,haf enuff space got like mb
3417,spam,life never much fun great came made truly special forget enjoy one gbpsms
3418,spam,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
3419,spam,valued customer pleased advise following recent review mob awarded bonus prize call
3420,spam,welcome please reply age gender begin eg
3421,spam,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly
3422,spam,mobile mths update latest orange cameravideo phones free save free textsweekend calls text yes callback orno opt
3423,spam,new club fink met yet b gr c please leave message day wiv area reply promised carlie x callsminmobsmore lkpoboxhpfl
3424,ham,true easier
3425,ham,sure since parents working tuesday really need cover story
3426,ham,haha okay today weekend leh
3427,ham,hi darlin youphone athome youwanna chat
3428,ham,know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3429,ham,always brainy one
3430,ham,yeah get random dude need change info sheets party ltgt never study safe
3431,spam,camera awarded sipix digital camera call fromm landline delivery within days
3432,ham,christmas occasion celebrated reflection values desires affectionsamp traditions ideal christmas
3433,ham,sending greetings joy happiness gr evening
3434,ham,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx
3435,ham,india win level series means record
3436,ham,plan
3437,ham,good hear
3438,ham,awesome deal gate charles told last night uh yeah
3439,ham,time thinkin goin
3440,spam,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs
3441,spam,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
3442,ham,board working fine issue overheating also reslove still software inst pending come around clock
3443,ham,yes care know
3445,ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den prefer
3446,ham,sitting ard nothing lor leh busy w work
3447,ham,ltgt k oh send home sale
3448,ham,sorry mail
3449,ham,ya telling tht incident
3450,ham,yes outside like hours called whole family wake started
3451,ham,ugh got outta class
3452,ham,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted books masteriastering amplikater fidalfication champlaxigating think atrocious wotz opinion junna
3454,ham,need lar jus testing e phone card know network gd thk waiting sis finish bathing bathe dun disturb liao cleaning room
3455,ham,ok ill right later
3457,ham,lunch come quickly open door
3458,spam,heard call night knickers make beg like last time xx love nikiyunet
3459,ham,back bit long cos accident divert via wadebridgei brilliant weekend thanks speak soon lots love
3460,ham,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
3461,spam,bloomberg message center wait apply future areers bloombergcom
3462,ham,seeking lady street freak sheets
3463,ham,phone
3464,ham,haha figures well found piece priscillas bowl
3465,ham,actually fuck whatever find excuse tampa point january though
3467,ham,yay finally lol missed cinema trip last week
3468,ham,day working dayexcept saturday sunday
3470,ham,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
3471,ham,think im waiting bus inform get ever get
3472,ham,getting back time soon
3473,ham,things quick question
3475,ham,probably come everybodys done around ltgt right
3476,ham,got new year cos yetunde said wanted surprise see money returned mid january ltgt day return period ended
3477,ham,ask around lot terms mids
3478,ham,sure check yahoo email sent photos yesterday
3479,ham,looking
3480,ham,wherres boytoy
3481,spam,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
3482,ham,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
3483,ham,tell bad character dnt lik ill try change ltgt add tat new year resolution waiting replybe frankgood morning
3485,ham,yeah probably earlier
3486,ham,change windows logoff sound
3488,ham,also came room
3489,ham,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
3491,ham,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free
3492,ham,cool text head
3493,spam,contacted dating service someone know find call land line poboxwtgp
3494,spam,wan win meetgreet westlife currently tour unbreakable untamed unkempt text cost p std text
3495,ham,happy birthday may find prince charming soon n dun work hard
3496,ham,oh grand bit party mention cover charge probably first come first served
3497,ham,said went back bed cannot sleep anything
3498,ham,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
3499,spam,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
3500,ham,says ltgt year old man money last ltgt still waiting check
3501,ham,come home
3502,ham,free day finish mon n thurs
3503,ham,food
3504,ham,life alle mone eppolum oru pole allalo
3505,ham,nite
3506,ham,two fundamentals cool life walk
3507,ham,camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks
3508,ham,hi peteynoim ok wanted chat coz avent spoken long timehope doin alritehave good nit js love ya amx
3509,ham,saw ron burgundy captaining party boat yeah
3510,ham,serious money base
3511,ham,already one guy loving
3512,ham,staff placement training amrita college
3513,ham,always chat fact need money raise
3514,ham,job profile seems like bpo
3515,ham,well give cos said didnt one nighters persevered found one cheap apologise advance somewhere sleep
3516,ham,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
3517,ham,willing go apps class
3518,ham,hanging brother family
3519,ham,reach telling know
3520,ham,hey going quit soon xuhui working till end month
3521,ham,sorry bout last nite wasnt fault spouse pmt sumthin give think shldxxxx
3522,ham,try neva mate
3523,ham,yeah would pretty much best case scenario
3524,ham,free today haf pick parents tonite
3525,ham,hey babe far spunout spoke da mo dead da wrld sleeping da sofa day
3526,ham,send naughty pix
3527,spam,winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe
3528,spam,xmas new years eve tickets sale club day till pm thurs fri sat night week selling fast
3529,ham,tyler getting th leave long get like hour
3530,ham,prepare pounded every night
3531,ham,actually mobile full message work online need send ltgt sent message wil explain later
3533,ham,good evening
3534,ham,home please call
3535,ham,oic cos n sis got lunch today dad went know whether eat sch wat
3536,ham,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
3537,ham,pleased inform application airtel broadband processed successfully installation happen within days
3538,ham,happen dear silent tensed
3539,ham,ill get unless guys want come time sooner
3540,ham,coughing nothing
3541,ham,come n pass lar
3542,ham,e person e sms survey
3543,ham,lol ok ill try send warned sprint dead slow probably get tomorrow
